id,word,pos,ua,definitionUa,ax_semantic,ax_natural,ax_grammar,ax_pos,ax_register,ax_calque,ax_consistency,ax_pedagogical,ax_ui,disposition,confidence,category,proposed_target,proposed_value,rationale
SB-0598,ignorance,n.,незнання,Стан необізнаності або неосвіченості; брак знань або інформації.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,ignorance → «незнання»; definition (the state of being uninformed or uneducated; lack of knowledge) is accurate; noun POS matches.
SB-0276,convict,v.,засуджувати,Визнати винним в результаті судового розгляду або (неофіційного) в моральному сенсі.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"convict → «засуджувати»; definition (to find guilty as a result of a trial, or informally in a moral sense) is accurate; verb POS matches."
SB-0726,magistrate,n.,суддя,"Судовий службовець з обмеженими повноваженнями для адміністрування та забезпечення виконання закону. Магістратський суд може мати юрисдикцію в цивільних або кримінальних справах, або в обох.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,magistrate → «суддя»; definition (a judicial officer with limited powers to administer and enforce the law) is accurate; noun POS matches.
SB-1717,vehicle,word family,транспортний засіб,"Транспортний засіб: місткий пристрій для перенесення або транспортування речовин, предметів, людей або тварин.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"vehicle → «транспортний засіб»; definition (a device for carrying or transporting substances, objects, people or animals) is accurate; noun POS matches."
SB-0580,high-profile,adj.,гучний,Важливий або добре розрекламований.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,high-profile → «гучний»; definition (important or well-publicised) is accurate; adjective POS matches.
SB-0143,bow1,"v., n.",нахилятися; уклін,Нахиляти голову або верхню частину тіла на знак поваги; також сам такий уклін.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"bow → «нахилятися; уклін»; definition (to tilt the head or upper body as a sign of respect; also the bow itself) covers the v.,n. senses; the disambiguator matches."
SB-0676,justification,n.,виправдання,"Причина, пояснення або виправдання, які, на думку когось, надають переконливу, морально прийнятну підтримку для поведінки, віри чи події.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"justification → «виправдання»; definition (a reason or explanation giving convincing, morally acceptable support for conduct or belief) is accurate; noun POS matches."
SB-0063,amendment,n.,поправка,Доповнення та/або зміни до Конституції.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"amendment → «поправка»; definition (an addition or change, e.g. to a constitution) is accurate though slightly narrowed to constitutions; noun POS matches."
SB-1357,principle,word family,принцип,Фундаментальне припущення або керівне переконання.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,principle → «принцип»; definition (a fundamental assumption or guiding belief) is accurate; noun POS matches.
SB-1663,prohibited,word family,заборонено,Заборонено; заборонений; недозволено.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,prohibited → «заборонено»; definition (forbidden; not permitted) is accurate; consistent gloss.
SB-0291,correspondent,n.,кореспондент,"Хтось, хто спілкується з іншою особою або публікацією, письмово.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,correspondent → «кореспондент»; definition (someone who communicates with another person or publication in writing) is accurate; noun POS matches.
SB-1515,mechanism,word family,механізм,"Будь-який механічний засіб для перетворення або керування рухом, або передачі чи керування потужністю.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"mechanism → «механізм»; definition (any mechanical means for converting or controlling motion, or transmitting power) is accurate; noun POS matches."
SB-0196,coalition,n.,коаліція,"Тимчасова група або спілка організацій, яка зазвичай створюється для певної переваги.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,coalition → «коаліція»; definition (a temporary group or union of organisations formed for a specific advantage) is accurate; noun POS matches.
SB-0258,constituency,n.,виборчий округ,"Округ, представлений однією або декількома обраними посадовими особами.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,constituency → «виборчий округ»; definition (a district represented by one or more elected officials) is accurate; noun POS matches.
SB-1559,generated,word family,створений,Приводити в життя; породжувати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,generated → «створений»; definition (to bring into being; to produce) conveys the sense; consistent gloss for the family.
SB-0182,chronic,adj.,хронічний,"Про проблему, яка триває протягом тривалого періоду часу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"chronic → «хронічний»; definition (of a problem, lasting over a long period) is accurate; adjective POS matches."
SB-0458,enthusiast,n.,ентузіаст,"Людина, сповнена або керована ентузіазмом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,enthusiast → «ентузіаст»; definition (a person full of or driven by enthusiasm) is accurate; noun POS matches.
SB-1392,design,word family,дизайн,"План (з більшою чи меншою кількістю деталей) структури та функцій артефакту, будівлі чи системи.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"design → «дизайн»; definition (a plan of the structure and function of an artefact, building or system) is accurate; noun POS matches."
SB-1638,converted,word family,перетворений,змінилася форма чи функція тощо.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,converted → «перетворений»; definition (form or function has changed) conveys the sense despite terse phrasing; consistent gloss.
SB-0027,adaptation,n.,адаптація,"Процес адаптації чогось або пристосування до ситуації; коригування, модифікація.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,adaptation → «адаптація»; definition (the process of adapting or adjusting to a situation; modification) is accurate; noun POS matches.
SB-0956,rape,"n., v.",зґвалтування,Примушувати (когось) до статевого акту чи інших сексуальних дій без його згоди.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"rape → «зґвалтування»; definition (to force someone into sexual acts without consent) is accurate and appropriately clinical; n.,v. POS matches."
SB-0475,excess,"n., adj.",надлишок,"Стан перевищення або виходу за межі; стан поза достатністю, необхідністю або обов'язком; більше, ніж те, що є звичайним або належним.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"excess → «надлишок»; definition (the state of exceeding or going beyond limits; more than usual or proper) is accurate; n.,adj. POS matches."
SB-1737,duration,word family,тривалість,Проміжок часу або певний проміжок часу.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,duration → «тривалість»; definition (a span of time or a particular length of time) is accurate; noun POS matches.
SB-0288,correlation,n.,кореляція,"Один із кількох показників лінійного статистичного зв’язку між двома випадковими змінними, що вказує на силу та напрямок зв’язку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,correlation → «кореляція»; definition (a measure of the linear statistical relationship between two random variables) is accurate; noun POS matches.
SB-0879,poll,n.,опитування,"Опитування людей, зазвичай зі статистичним аналізом для оцінки ширшої громадської думки.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"poll → «опитування»; definition (a survey of people, usually with statistical analysis to estimate wider opinion) is accurate; noun POS matches."
SB-1083,smash,v.,розбити,Сильно ламати (щось крихке).,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,smash → «розбити»; definition (to break something fragile forcefully) is accurate; verb POS matches.
SB-0709,limb,n.,кінцівка,"Основний відросток людини або тварини, який використовується для пересування (наприклад, рука, нога або крило).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"limb → «кінцівка»; definition (a main appendage of a human or animal used for movement, e.g. arm, leg or wing) is accurate; noun POS matches."
SB-1468,reaction,word family,реакція,Дія або твердження у відповідь на стимул або іншу подію.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,reaction → «реакція»; definition (an action or statement in response to a stimulus or event) is accurate; noun POS matches.
SB-1672,ultimately,word family,зрештою,Зрештою; нарешті.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,ultimately → «зрештою»; definition (in the end; finally) is accurate; adverb POS matches.
SB-0325,debut,n.,дебют,"Перший виступ виконавця перед публікою у спорті, мистецтві чи іншій сфері.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"debut → «дебют»; definition (a performer's first public appearance in sport, art or another field) is accurate; noun POS matches."
SB-0163,capitalism,n.,капіталізм,"Економічна система, заснована на приватній власності на засоби виробництва та їх експлуатації з метою отримання прибутку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,capitalism → «капіталізм»; definition (an economic system based on private ownership of the means of production for profit) is accurate; noun POS matches.
SB-1478,task,word family,завдання,"Частина роботи, яка виконується як частина обов’язків.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,task → «завдання»; definition (a piece of work performed as part of one's duties) is accurate; noun POS matches.
SB-1024,riot,n.,бунт,"Бурхливе порушення громадського порядку великою групою людей, що часто супроводжується насильством або пошкодженням майна.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"riot → «бунт»; definition (a violent disturbance of public order by a large group, often with violence or property damage) is accurate; noun POS matches."
SB-0006,abundance,n.,достаток,Велика кількість; багато.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,abundance → «достаток»; definition (a large quantity; a lot) is accurate; noun POS matches.
SB-1491,code,word family,код,"Інструкція до комп'ютера, написана мовою програмування; вхідні дані транслятора, інтерпретатора або браузера, а саме: вихідний код, машинний код, байт-код.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,code → «код»; definition (an instruction to a computer written in a programming language; source/machine/byte code) is accurate; noun POS matches.
SB-1507,hence,word family,отже,"В результаті; отже, з цієї причини.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"hence → «отже»; definition (as a result; therefore, for this reason) is accurate; adverb POS matches."
SB-1450,illustrated,word family,ілюстрований,Містить ілюстрації.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,illustrated → «ілюстрований»; definition (containing illustrations) is accurate; consistent gloss.
SB-0564,halfway,adv.,на півдорозі,Половина шляху між двома точками.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,halfway → «на півдорозі»; definition (half the way between two points) is accurate; adverb POS matches.
SB-0776,misleading,adj.,оманливий,"Оманливий або схильний вводити в оману чи створювати хибне враження, навіть якщо технічно відповідає дійсності.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,misleading → «оманливий»; definition (deceptive or tending to mislead or create a false impression even if technically true) is accurate; adjective POS matches.
SB-0158,burst,v.,лопнути,Зламати від внутрішнього тиску.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,burst → «лопнути»; definition (to break from internal pressure) is accurate; verb POS matches.
SB-0930,propaganda,n.,пропаганда,"Агітація, реклама, публічна комунікація, спрямована на вплив на аудиторію та просування порядку денного.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,propaganda → «пропаганда»; definition (public communication aimed at influencing an audience and promoting an agenda) is accurate; noun POS matches.
SB-1045,scrutiny,n.,перевірка,Інтенсивне вивчення когось або чогось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,scrutiny → «перевірка»; definition (intense examination of someone or something) is accurate; noun POS matches.
SB-0966,rebel,n.,повстанець,"Людина, яка чинить опір встановленій владі, часто насильницький.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"rebel → «повстанець»; definition (a person who resists established authority, often violently) is accurate; noun POS matches."
SB-0787,motive,n.,мотив,"Стимул діяти певним чином; причина або емоція, яка спонукає щось зробити; все, що спонукає до вибору дії.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,motive → «мотив»; definition (an incentive to act in a certain way; the reason or emotion prompting an action) is accurate; noun POS matches.
SB-1361,research,word family,дослідження; досліджувати,"Старанне розслідування або перевірка з метою пошуку або перегляду фактів, принципів, теорій, застосувань тощо (які наразі доступні або знайомі).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"research → «дослідження; досліджувати»; definition (diligent investigation to find or revise facts, principles or theories) is accurate; covers noun+verb senses."
SB-1338,export,word family,експорт; експортувати,Акт вивезення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,export → «експорт; експортувати»; definition (the act of exporting) is accurate; covers noun+verb senses.
SB-0614,indigenous,adj.,корінний,"Народився або походить з країни чи регіону, особливо до вторгнення.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"indigenous → «корінний»; definition (born or originating in a country or region, esp. before invasion) conveys the sense despite the «Народився» framing; adjective POS matches."
SB-1496,contrast,word family,контраст,"Різниця між двома об’єктами, людьми чи поняттями.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"contrast → «контраст»; definition (the difference between two objects, people or concepts) is accurate; noun POS matches."
SB-1033,rumour,n.,чутка,"Неперевірена інформація, яка поширюється між людьми.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,rumour → «чутка»; definition (unverified information spread among people) is accurate; noun POS matches.
SB-1602,expert,word family,експерт,Людина з широкими знаннями або здібностями в певній темі.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,expert → «експерт»; definition (a person with extensive knowledge or ability in a subject) is accurate; noun POS matches.
SB-0896,premier,n.,прем'єр,Глава уряду в парламенті та лідер кабінету.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,premier → «прем'єр»; definition (the head of government in a parliament and leader of the cabinet) is accurate; noun POS matches.
SB-1641,definite,word family,певний,Без жодних сумнівів.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,definite → «певний»; definition (without any doubt) is accurate; adjective POS matches.
SB-0260,constitution,n.,конституція,"Формальна чи неофіційна система основних принципів і законів, яка регулює діяльність уряду чи інших установ.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,constitution → «конституція»; definition (a formal or informal system of primary principles and laws governing a government or institution) is accurate; noun POS matches.
SB-1152,suicide,n.,самогубство,Акт навмисного самогубства.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,suicide → «самогубство»; definition (the act of intentionally killing oneself) is accurate; noun POS matches.
SB-0782,modification,n.,модифікація,Результат модифікації чогось; нову або змінену форму.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,modification → «модифікація»; definition (the result of modifying something; a new or changed form) conveys the sense despite minor case slippage («нову»); noun POS matches.
SB-1648,foundation,word family,основа,"Те, на чому все засновано; те, на чому що-небудь стоїть і чим воно підтримується; нижній і опорний шар надбудови; підбудова.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,foundation → «основа»; definition (that on which everything is based; the lower supporting layer of a superstructure) is accurate; noun POS matches.
SB-0199,cognitive,adj.,когнітивний,"Відноситься до тієї частини розумових функцій, яка має справу з логікою, на відміну від афективної, яка має справу з емоціями.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"cognitive → «когнітивний»; definition (relating to the mental functions dealing with logic, as opposed to affective/emotional) is accurate; adjective POS matches."
SB-0346,density,n.,щільність,"Міра маси речовини, що міститься в одиниці об’єму.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,density → «щільність»; definition (a measure of the mass of a substance contained in a unit volume) is accurate; noun POS matches.
SB-1484,adequate,word family,адекватний,Дорівнює або виконує певну вимогу.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,adequate → «адекватний»; definition (equal to or meeting a particular requirement) is accurate; adjective POS matches.
SB-1461,negative,word family,негативний,Не позитивний або нейтральний; поганий; небажаний; несприятливий.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,negative → «негативний»; definition (not positive or neutral; bad; undesirable; unfavourable) is accurate; adjective POS matches.
SB-1783,so-called,word family,т. зв,Так названо; зазвичай називають.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,so-called → «т. зв»; definition (so named; commonly called) is accurate; the abbreviation matches Ukrainian usage; consistent gloss.
SB-1644,eliminate,word family,ліквідувати,"Повністю прибрати, позбутися, покінчити.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"eliminate → «ліквідувати»; definition (to remove completely, get rid of, put an end to) is accurate; verb POS matches."
SB-0653,interface,n.,інтерфейс,Точка взаємозв'язку між системами або підсистемами.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,interface → «інтерфейс»; definition (a point of interconnection between systems or subsystems) is accurate; noun POS matches.
SB-1545,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,compounds → «сполуки»; definition (anything made by combining several things) is accurate; plural noun POS matches.
SB-1494,concentration,word family,концентрація,"Дія, процес або здатність концентрації; процес зосередження або стан зосередженості.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"concentration → «концентрація»; definition (the action, process or ability of concentrating; the state of being focused) is accurate; noun POS matches."
SB-0535,funeral,n.,похорон,"Церемонія вшанування та пам’яті померлої людини, яка часто відрізняється від панахиди присутністю тіла померлого.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"funeral → «похорон»; definition (a ceremony honouring and remembering a deceased person, often with the body present) is accurate; noun POS matches."
SB-0385,discourse,n.,дискурс,"Вираження словами, усним або письмовим.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"discourse → «дискурс»; definition (expression in words, spoken or written) is accurate; noun POS matches."
SB-0969,reconstruction,n.,реконструкція,"Дія реконструкції чогось, не обов’язково до попереднього стану.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"reconstruction → «реконструкція»; definition (the act of reconstructing something, not necessarily to a previous state) is accurate; noun POS matches."
SB-1096,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"span → «охоплювати; тривати»; definition (to stretch across the distance between or across) is accurate; v.,n. POS matches."
