id,word,pos,ua,definitionUa,ax_semantic,ax_natural,ax_grammar,ax_pos,ax_register,ax_calque,ax_consistency,ax_pedagogical,ax_ui,disposition,confidence,category,proposed_target,proposed_value,rationale
SB-0756,merchant,n.,купець,"Людина, яка торгує товарами з метою отримання прибутку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,merchant → «купець»; definition (a person who trades goods for profit) is accurate; noun POS matches.
SB-1397,focus,word family,фокус,Концентрація уваги.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,focus → «фокус»; definition (concentration of attention) is accurate; noun POS matches.
SB-1316,analysis,word family,аналіз,"Розкладання на компоненти з метою вивчення (складна річ, концепція, теорія тощо).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,analysis → «аналіз»; definition (breaking a complex thing into components for study) is accurate; noun POS matches.
SB-1254,upcoming,adj.,майбутній,Відбудеться або з'явиться у відносно близькому майбутньому.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,upcoming → «майбутній»; definition (happening or appearing in the relatively near future) is accurate; adjective POS matches.
SB-1436,contribution,word family,внесок,"Щось дане або запропоноване, що додає до більшого цілого.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,contribution → «внесок»; definition (something given that adds to a larger whole) is accurate; noun POS matches.
SB-1223,trailer,n.,трейлер,"Безмоторний колісний транспортний засіб (не караван або кемпер), який буксирується позаду іншого та використовується для перевезення обладнання тощо, яке не можна перевозити на передньому транспортному засобі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,trailer → «трейлер»; definition (an unpowered wheeled vehicle towed behind another to carry equipment) is accurate; noun POS matches.
SB-0534,fundraising,n.,збір коштів,Процес збору грошей шляхом запитів пожертвувань від приватних осіб і компаній.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,fundraising → «збір коштів»; definition (raising money by soliciting donations from individuals and companies) is accurate; noun POS matches.
SB-1242,trustee,n.,довірена особа,"Особа, якій юридично передано майно в довірчу власність, що використовується або на користь певних осіб (бенефіціарів), або для суспільних потреб; той, кому довірено майно на користь іншого.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,trustee → «довірена особа»; definition (one holding property in trust for beneficiaries) is accurate; noun POS matches.
SB-1151,sue,v.,судитися,"Подати судовий позов проти когось, як правило, некримінальний (цивільний) позов.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"sue → «судитися»; definition (bring a legal, usually civil, action against someone) is accurate; verb POS matches."
SB-0358,desktop,n.,робочий стіл,"Основний графічний інтерфейс користувача операційної системи, зазвичай відображає значки, вікна та фонові шпалери.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"desktop → «робочий стіл»; definition (the main GUI of an OS showing icons, windows and wallpaper) is accurate; noun POS matches."
SB-1410,previous,word family,попередній,"попередній; що відбувається перед чимось іншим, у часі чи порядку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,previous → «попередній»; definition (occurring before something else in time or order) is accurate; leading restatement of the gloss is trivial.
SB-0466,essence,n.,суть,Внутрішня природа речі або ідеї.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,essence → «суть»; definition (the intrinsic nature of a thing or idea) is accurate; noun POS matches.
SB-1557,external,word family,зовнішній,Поза чим-небудь; на зовнішній вигляд.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,external → «зовнішній»; definition (outside of something; on the exterior) conveys the sense; adjective POS matches.
SB-1288,warehouse,n.,склад,"Місце для зберігання великої кількості продуктів. У логістиці це місце, куди продукти надходять від виробника до роздрібного продавця.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,warehouse → «склад»; definition (a place for storing large quantities of goods in logistics) is accurate; noun POS matches.
SB-1415,regulations,word family,нормативні акти,"Закон або адміністративне правило, видане організацією, яке використовується для керівництва чи приписування поведінки членів цієї організації.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,regulations → «нормативні акти»; definition (a rule issued by an organisation to guide members' conduct) is accurate; plural noun POS matches.
SB-1072,simulation,n.,моделювання,"Щось, що імітує систему чи середовище, щоб передбачити реальну поведінку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,simulation → «моделювання»; definition (something imitating a system to predict real behaviour) is accurate; noun POS matches.
SB-0704,liberation,n.,звільнення,Акт звільнення або стан звільнення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,liberation → «звільнення»; definition (the act or state of liberating) is near-circular but not misleading; noun POS matches.
SB-1202,thought-provoking,adj.,що спонукає до роздумів,"Цікавий у такий спосіб, що ставить під сумнів чиїсь переконання, погляди чи точку зору.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,thought-provoking → «що спонукає до роздумів»; definition (interesting in a way that challenges one's beliefs/views) is accurate; adjective POS matches.
SB-0729,mainland,n.,материк,"Континент; основна земля, на відміну від островів або півострова.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,mainland → «материк»; definition (a continent; the main land as opposed to islands or a peninsula) is accurate; noun POS matches.
SB-1133,strive,v.,прагнути,Намагатися досягти результату; докладати напружених зусиль; намагатися щиро й наполегливо.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"strive → «прагнути»; definition (make strenuous, earnest and persistent efforts to achieve a result) is accurate; verb POS matches."
SB-0894,prejudice,n.,упередження,"Негативне судження чи думка, сформовані заздалегідь або без знання фактів.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,prejudice → «упередження»; definition (a negative judgement formed in advance without knowledge of the facts) is accurate; noun POS matches.
SB-0587,hostage,n.,заручник,"Особа, захоплена з метою примусити іншу сторону діяти (або утримуватися від дій) певним чином через загрозу заподіяння шкоди заручнику.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,hostage → «заручник»; definition (a person seized to compel another party to act via threat of harm) is accurate; noun POS matches.
SB-1457,link,word family,посилання,"Зв’язок між місцями, людьми, подіями, речами чи ідеями.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"link → «посилання»; definition (a connection between places, people, events, things or ideas) covers the general 'link' sense; noun POS matches."
SB-0611,incur,v.,понести,"Накликати на себе або піддаватися, особливо чомусь незручному, шкідливому чи обтяжливому; стати відповідальним або підлягати.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"incur → «понести»; definition (bring upon oneself, esp. something harmful or burdensome) is accurate; verb POS matches."
SB-0168,casino,n.,казино,Громадська будівля або зал для азартних ігор.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,casino → «казино»; definition (a public building or hall for gambling) is accurate; noun POS matches.
SB-0596,ideology,n.,ідеологія,"Доктрина, філософія, сукупність переконань або принципів, що належать окремій особі чи групі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"ideology → «ідеологія»; definition (a doctrine, philosophy or set of beliefs of a person or group) is accurate; noun POS matches."
SB-0097,attendance,n.,присутність,Акт відвідування; стан присутності; наявність.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,attendance → «присутність»; definition (the act of attending; the state of being present) is accurate; noun POS matches.
SB-0118,bay,n.,затока,"Тіло води (особливо море), яке міститься увігнутою береговою лінією.",pass,flag,pass,pass,pass,flag,pass,pass,pass,P2,medium,literal-calque,definitionUa,"Водойма (особливо частина моря), оточена увігнутою береговою лінією.","bay definition opens «Тіло води», a literal calque of 'body of water'; natural Ukrainian is «водойма». The gloss «затока» itself is correct."
SB-0120,beast,n.,звір,"Тварина, особливо велика або небезпечна наземна хребетна.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"beast → «звір»; definition (an animal, esp. a large or dangerous land vertebrate) is accurate; noun POS matches."
SB-0494,faction,n.,фракція,"Група людей, особливо всередині політичної організації, яка висловлює спільні переконання або думку, відмінну від людей, які не є частиною групи.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"faction → «фракція»; definition (a group, esp. within a political body, sharing a distinct opinion) is accurate; noun POS matches."
SB-0096,attain,v.,досягти,Отримати (об'єкт або бажаний результат).,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,attain → «досягти»; definition (obtain an object or desired result) is accurate; verb POS matches.
SB-0348,depict,v.,зображувати,"Відобразити щось, використовуючи слова, звуки, зображення чи інші засоби.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"depict → «зображувати»; definition (represent something using words, sounds, images or other means) is accurate; verb POS matches."
SB-0198,cocktail,n.,коктейль,Змішаний алкогольний напій.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,cocktail → «коктейль»; definition (a mixed alcoholic drink) is accurate; noun POS matches.
SB-0592,humble,adj.,скромний,"Мати низьку думку про себе; не гордий, зарозумілий або самовпевнений; скромний.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,humble → «скромний»; definition (having a low opinion of oneself; not proud or arrogant) is accurate; adjective POS matches.
SB-1576,revenue,word family,дохід,"Загальний дохід, отриманий із певного джерела.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,revenue → «дохід»; definition (total income obtained from a particular source) is accurate; noun POS matches.
SB-1750,qualitative,word family,якісний,"Описів або відмінностей, заснованих на певній якості, а не на певній кількості.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,qualitative → «якісний»; definition (of descriptions/differences based on quality rather than quantity) conveys the sense; adjective POS matches.
SB-0114,barrel,n.,бочка,"Кругла (циліндрична) посудина, така як бочка, більша за довжину, ніж завширшки, і опукла в середині, зроблена з держаків, зв’язаних обручами, і має плоскі кінці (голови).",flag,pass,pass,pass,pass,pass,pass,flag,pass,P2,medium,circular-and-wrong-term,definitionUa,"Кругла циліндрична посудина, довша за висотою, ніж завширшки, опукла посередині, зроблена з клепок, скріплених обручами, з плоскими днищами.","barrel definition is near-circular («посудина, така як бочка») and uses «держаків» (handles) where barrel staves are «клепки»."
SB-1722,accommodation,word family,проживання,"Проживання в житлі чи подібних житлових приміщеннях, які надаються мандрівникам у готелях або на круїзних суднах, або ув’язненим тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,accommodation → «проживання»; definition (lodging provided to travellers in hotels/cruise ships or to inmates) is accurate; noun POS matches.
SB-1540,alter,word family,змінювати,Щоб змінити форму або структуру.,pass,flag,pass,pass,pass,pass,pass,pass,pass,P2,medium,calqued-infinitive-definition,definitionUa,Змінити форму або структуру.,"alter definition «Щоб змінити форму або структуру» reads as a purpose clause ('in order to change'), a calque of the English infinitive style rather than a definition."
SB-0508,firearm,n.,вогнепальна зброя,"Особиста зброя, яка використовує вибуховий порох для приведення в дію снаряда, який часто виготовляється зі свинцю.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,firearm → «вогнепальна зброя»; definition (a personal weapon using explosive powder to propel a projectile) is accurate; noun POS matches.
SB-0792,nationwide,adj.,загальнонаціональний,Поширюється на всю націю.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,nationwide → «загальнонаціональний»; definition (extending over the whole nation) is accurate; adjective POS matches.
SB-1755,rigid,word family,жорсткий,"Жорсткий, а не гнучкий.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"rigid → «жорсткий»; definition (stiff, not flexible) is accurate and contrasts with «гнучкий»; adjective POS matches."
SB-0674,jurisdiction,n.,юрисдикція,"Влада, право чи повноваження тлумачити та застосовувати закон.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,jurisdiction → «юрисдикція»; definition (the power or authority to interpret and apply the law) is accurate; noun POS matches.
SB-0297,counselling,n.,консультування,Професійна допомога людині в осмисленні та розв’язанні особистих або психологічних труднощів.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,counselling → «консультування»; definition (professional help in understanding and resolving personal difficulties) is accurate; noun POS matches.
SB-0573,harvest,"n., v.",урожай,Принести врожай; жати; підбирати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"harvest → «урожай»; definition (bring in a crop; reap; gather) leans to the verb senses, consistent with the n.,v. POS tag."
SB-0172,cattle,n.,худоба,"Домашня тварина виду Bos taurus (корови, бики, бички, воли тощо) та інші копитні ссавці роду Bos.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"cattle → «худоба»; definition (domestic animals of the species Bos taurus and related bovines) is accurate; the Latin binomial is a legitimate scientific name, not language leakage."
SB-0578,heritage,n.,спадщина,"традиція; практика або набір цінностей, які передаються від попередніх поколінь через сім’ї або через інституційну пам’ять.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,heritage → «спадщина»; definition (tradition or values passed down from earlier generations) is accurate; noun POS matches.
SB-1544,clause,word family,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",pass,pass,pass,pass,pass,pass,flag,pass,pass,P2,medium,ua-definition-sense-mismatch,both,ua: «клауза; підрядне речення» OR definitionUa about a contract/document clause,"clause gloss «пункт» selects the document/contract sense, but the definition describes a grammatical clause (group of words with a subject and verb); the two senses are inconsistent."
SB-0204,collision,n.,зіткнення,"Будь-яка подія, під час якої два або більше тіл діють один на одного за відносно короткий час. При зіткненні фізичний контакт двох тіл не є необхідним.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,collision → «зіткнення»; definition (an event where two or more bodies act on each other in a short time) is accurate; noun POS matches.
SB-1322,available,word family,доступний; наявний,Легко доступний.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,available → «доступний; наявний»; definition (readily accessible) is thin/near-circular but not misleading; adjective POS matches.
SB-0313,crush,v.,розчавити,"Натиснути між двома твердими предметами; стискати так, щоб змінити природну форму чи цілісність, або згуртовувати в масу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"crush → «розчавити»; definition (press between two hard objects, deforming or compacting) is accurate; verb POS matches."
SB-1239,triumph,n.,тріумф,"Переконливий успіх після зусиль, конфлікту або зіткнення з перешкодами; перемога; завоювання.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,triumph → «тріумф»; definition (a decisive success after effort or conflict; a victory) is accurate; noun POS matches.
SB-1332,distribution,word family,розподіл; поширення,Акт розповсюдження або стан розповсюдження.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,distribution → «розподіл; поширення»; definition (the act or state of distributing) is near-circular but not misleading; noun POS matches.
SB-1738,erosion,word family,ерозія,"Результат зносу або ерозії, як льодовик на скелі або море на скелі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"erosion → «ерозія»; definition (the result of wearing away, e.g. a glacier on rock or the sea on a cliff) conveys the sense despite using the cognate."
SB-0388,dismissal,n.,звільнення,Позбавлення посади; факт або процес звільнення з роботи або позбавлення звання.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,dismissal → «звільнення»; definition (removal from a position; the fact or process of being dismissed from work) is accurate; noun POS matches.
SB-0054,alliance,n.,альянс,"Союз або зв’язок інтересів між сім’ями, державами, партіями тощо, особливо між сім’ями за шлюбом і державами за договором, угодою чи союзом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"alliance → «альянс»; definition (a union or connection of interests between families, states or parties) is accurate; noun POS matches."
SB-0711,line-up,n.,склад учасників; програма,"Склад людей або виконавців, які беруть участь у події, команді чи програмі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,line-up → «склад учасників; програма»; definition (the set of people or performers taking part in an event/team/programme) is accurate; noun POS matches.
SB-0687,lawn,n.,газон,"Земля (зазвичай перед або навколо будинку), вкрита травою, ретельно підкошена.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"lawn → «газон»; definition (grass-covered ground, usually around a house, carefully mown) is accurate; noun POS matches."
SB-0694,legislation,n.,законодавство,"Закон, прийнятий законодавчим або іншим керівним органом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,legislation → «законодавство»; definition (law enacted by a legislative or governing body) is accurate; noun POS matches.
SB-0362,detention,n.,затримання,Тимчасове тримання під вартою або арешт.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,detention → «затримання»; definition (temporary custody or arrest) is accurate; noun POS matches.
SB-0551,grave (serious),adj.,серйозний; тяжкий,"Надзвичайно серйозний, небезпечний або такий, що викликає значне занепокоєння.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"grave (serious) → «серйозний; тяжкий»; definition (extremely serious, dangerous or causing significant concern) is accurate; the disambiguation matches; adjective POS correct."
SB-1175,sword,n.,меч,"Довга клинкова зброя з руків’ям і, як правило, навершям і поперечною гардою (разом утворюючи ефес), яка призначена для рубання, удару, рубання та/або рубання.",pass,flag,pass,pass,pass,pass,pass,pass,pass,P2,high,redundant-word-repetition,definitionUa,"...призначена для рубання, колення та удару.","sword definition lists «рубання» three times ('для рубання, удару, рубання та/або рубання'), a redundant repetition; the gloss «меч» is correct."
SB-0513,flee,v.,тікати,Втікати; втекти.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,flee → «тікати»; definition (run away; escape) is accurate though near-circular with the gloss; verb POS matches.
SB-0281,coordination,n.,координація,"Акт координації, який змушує різних людей або речі працювати разом для досягнення мети чи ефекту.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,coordination → «координація»; definition (making different people or things work together toward a goal) is accurate; noun POS matches.
SB-0912,prey,n.,здобич,"Жива істота, зазвичай тварина, яку їсть інша жива істота.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"prey → «здобич»; definition (a living creature, usually an animal, eaten by another) is accurate; noun POS matches."
SB-0740,marine,adj.,морський,Приналежність або характеристика моря; існуючі або знайдені в морі; утворені або вироблені морем.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,marine → «морський»; definition (belonging to or characteristic of the sea) is accurate; adjective POS matches.
SB-0671,isolation,n.,ізоляція,"Стан ізольованості, відчуженості або відокремленості; стан віддаленості від інших людей.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"isolation → «ізоляція»; definition (the state of being isolated, separated or remote from others) is accurate; noun POS matches."
SB-1144,substitution,n.,заміна,Акт заміщення або стан заміщення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,substitution → «заміна»; definition (the act or state of substituting) is near-circular but not misleading; noun POS matches.
SB-0242,confine,v.,обмежити,Обмежити (когось або щось) певною сферою чи областю; зберігати в певних межах.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,confine → «обмежити»; definition (restrict someone/something to a certain area; keep within limits) is accurate; verb POS matches.
SB-0430,eligible,adj.,придатний,Дозвіл і відповідність необхідним умовам для участі в чомусь або бути обраним для чогось,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,eligible → «придатний»; definition (permitted and meeting required conditions to take part or be chosen) conveys the sense; adjective POS matches.
SB-0751,melody,n.,мелодія,"Послідовність нот, що складає музичну фразу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,melody → «мелодія»; definition (a sequence of notes making up a musical phrase) is accurate; noun POS matches.
SB-0821,odds,n.,шанси,"Відношення ймовірності події до ймовірності того, що вона не відбудеться.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,odds → «шанси»; definition (the ratio of the probability of an event to that of its not occurring) is accurate; noun POS matches.
SB-0987,remainder,n.,залишок,"Частина або частини, що залишилися після того, як деякі були видалені або вже виникли.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,remainder → «залишок»; definition (the part(s) left after some were removed) is accurate; noun POS matches.
SB-1131,strip (long narrow piece),n.,смужка (довгий вузький шматок),"Довгий і вузький шматок матеріалу, землі або іншої поверхні.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"strip → «смужка»; definition (a long, narrow piece of material, land or other surface) is accurate; the disambiguation matches; noun POS correct."
SB-0134,bleed,v.,кровоточити,Пролити кров через ушкоджену кровоносну судину.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,bleed → «кровоточити»; definition (to shed blood through a damaged blood vessel) is accurate; verb POS matches.
SB-0470,evoke,v.,викликати,"Викликати прояв чогось (емоції, картини тощо) в чиємусь розумі чи уяві.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,evoke → «викликати»; definition (bring a manifestation of something to mind or imagination) is accurate; verb POS matches.
SB-0132,blade,n.,лезо,"Частина ножа, меча, бритви чи іншого інструменту (як правило, з гострим краєм), яким вона ріже.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"blade → «лезо»; definition (the cutting part of a knife, sword, razor or tool) is accurate; noun POS matches."
SB-0252,consecutive,adj.,послідовний,"Слідом, по черзі, без перерви.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"consecutive → «послідовний»; definition (following one after another, in turn, without a break) is accurate; adjective POS matches."
