id,word,pos,ua,definitionUa,ax_semantic,ax_natural,ax_grammar,ax_pos,ax_register,ax_calque,ax_consistency,ax_pedagogical,ax_ui,disposition,confidence,category,proposed_target,proposed_value,rationale
SB-0492,extremist,n.,екстреміст,"Людина, яка дотримується крайніх поглядів, особливо той, хто відстоює такі погляди; радикал або фанатик.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,extremist → «екстреміст»; definition (a person holding and advocating extreme views; a radical or fanatic) is accurate; noun POS matches.
SB-0180,charm,n.,чарівність,"Здатність переконувати, радувати або викликати захоплення.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"charm → «чарівність»; definition (the ability to persuade, please or delight) is accurate; noun POS matches."
SB-0022,acquisition,n.,придбання,Акт або процес придбання.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,acquisition → «придбання»; definition (the act or process of acquiring) is near-circular but not misleading; noun POS matches.
SB-0845,parameter,n.,параметр,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,parameter → «параметр»; definition (a value held constant within an experiment but varied across versions) is accurate; noun POS matches.
SB-1598,edition,word family,видання,"Повна кількість примірників твору, надрукованого та виданого за один раз.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,edition → «видання»; definition (the whole number of copies of a work printed and issued at one time) is accurate; noun POS matches.
SB-1443,document,word family,документ,"Оригінал або офіційний документ, який використовується як основа, доказ або підтримка будь-чого іншого, включаючи будь-який письмовий документ, книгу чи інший документ, що передає інформацію, що має відношення до такого до...",pass,pass,pass,pass,pass,pass,pass,pass,flag,P2,high,truncated-definition,definitionUa,"Оригінальний або офіційний запис, що використовується як основа, доказ або підтвердження чогось; будь-який письмовий носій інформації.","document definition is truncated, ending «...має відношення до такого до...»; it also repeats «документ» several times. Gloss «документ» is correct."
SB-1252,unprecedented,adj.,безпрецедентний,"Ніколи раніше не бачив, не робив і не відчував; без прецеденту.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"unprecedented → «безпрецедентний»; definition (never seen, done or felt before; without precedent) is accurate; adjective POS matches."
SB-0936,prosperity,n.,процвітання,Умова процвітання: наявність удачі та багатства.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,prosperity → «процвітання»; definition (the condition of prospering: good fortune and wealth) conveys the sense; noun POS matches.
SB-0445,endless,adj.,нескінченний,Не маючи кінця.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,endless → «нескінченний»; definition (having no end) is accurate; adjective POS matches.
SB-1613,input,word family,введення,"Дані, що вводяться в процес, мають намір формувати чи впливати на результат цього процесу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,input → «введення»; definition (data entered into a process to shape or influence its result) conveys the sense despite slightly odd phrasing; noun POS matches.
SB-0071,appetite,n.,апетит,Бажання з'їсти їжу або випити напої.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,appetite → «апетит»; definition (a desire to eat food or drink) is accurate; noun POS matches.
SB-0695,legislative,adj.,законодавчий,Створення закону або законів або наявність повноважень приймати закони; правотворчість.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,legislative → «законодавчий»; definition (making laws or having the power to make laws) is accurate; adjective POS matches.
SB-1705,plus,word family,плюс,Позитивна величина.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,plus → «плюс»; definition (a positive quantity) is accurate; noun POS matches.
SB-1155,superb,adj.,чудовий,Першокласний; найвищої якості; виключно добре.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,superb → «чудовий»; definition (first-class; of the highest quality; exceptionally good) is accurate; adjective POS matches.
SB-0937,protective,adj.,захисний,Служить або призначений для захисту.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,protective → «захисний»; definition (serving or intended to protect) is accurate; adjective POS matches.
SB-0284,copper,n.,мідь,"Червоно-коричневий метал, символ Cu та атомний номер 29.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"copper → «мідь»; definition (a red-brown metal, symbol Cu, atomic number 29) is factually correct; noun POS matches."
SB-1311,worthwhile,adj.,вартий,"Хороший і достатньо важливий, щоб витратити на нього час, зусилля чи гроші.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"worthwhile → «вартий»; definition (good and important enough to spend time, effort or money on) is accurate; adjective POS matches."
SB-0886,practitioner,n.,практик,"Людина, яка займається професією чи мистецтвом, особливо правом чи медициною.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"practitioner → «практик»; definition (a person engaged in a profession or art, esp. law or medicine) is accurate; noun POS matches."
SB-0200,coincide,v.,збігатися,Відбутися одночасно.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,coincide → «збігатися»; definition (to occur at the same time) is accurate; verb POS matches.
SB-0457,enterprise,n.,підприємство,"Компанія, бізнес, організація чи інша цілеспрямована діяльність.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"enterprise → «підприємство»; definition (a company, business, organisation or other purposeful activity) is accurate; noun POS matches."
SB-0864,personnel,n.,персонал,"Група людей в організації, як-от співробітники та офісний персонал, військовослужбовці тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"personnel → «персонал»; definition (the group of people in an organisation, e.g. employees or military members) is accurate; noun POS matches."
SB-1063,shatter,v.,розбити,Сильно розбивати що-небудь на частини.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,shatter → «розбити»; definition (to break something forcefully into pieces) is accurate; verb POS matches.
SB-0887,preach,v.,проповідувати,Проголошувати публічним дискурсом; виголошувати в проповіді чи офіційній релігійній промові.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,preach → «проповідувати»; definition (to proclaim by public discourse; to deliver in a sermon) is accurate; verb POS matches.
SB-0342,demon,n.,демон,Злий надприродний дух.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,demon → «демон»; definition (an evil supernatural spirit) is accurate; noun POS matches.
SB-1733,conversely,word family,навпаки,З іншої точки зору; з іншого боку.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,conversely → «навпаки»; definition (from another point of view; on the other hand) is accurate; adverb POS matches.
SB-0472,exaggerate,v.,перебільшувати,"Перебільшувати, описувати більше, ніж факт.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,exaggerate → «перебільшувати»; definition (to overstate; to describe more than the fact) is accurate though near-circular; verb POS matches.
SB-0040,affection,n.,прихильність,Почуття любові або сильної прихильності.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,affection → «прихильність»; definition (a feeling of love or strong attachment) is accurate; noun POS matches.
SB-1258,utilize,v.,використовувати,Практично використовувати щось для певної мети.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,utilize → «використовувати»; definition (to put something to practical use for a purpose) is accurate; verb POS matches.
SB-0053,allegedly,adv.,нібито,За чиїмось твердженням.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,allegedly → «нібито»; definition (according to someone's claim) is accurate; adverb POS matches.
SB-0854,patch,n.,латка,"Шматок тканини або іншого відповідного матеріалу, пришитий або іншим чином закріплений на одязі, щоб відремонтувати або зміцнити його, особливо на старому одязі, щоб закрити дірку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,patch → «латка»; definition (a piece of cloth sewn or fixed onto clothing to repair or reinforce it) is accurate; noun POS matches.
SB-0977,regardless,adv.,незалежно,Не звертаючи уваги на; ігнорування.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,regardless → «незалежно»; definition (paying no attention to; ignoring) is accurate; adverb POS matches.
SB-1001,republic,n.,республіка,"Держава, де суверенітет належить народу або його представникам, а не монарху чи імператору; країна без монархії.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"republic → «республіка»; definition (a state where sovereignty rests with the people or their representatives, not a monarch) is accurate; noun POS matches."
SB-1042,sceptical,adj.,скептичний,Схильний сумніватися в правдивості або обґрунтованості твердження.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,sceptical → «скептичний»; definition (inclined to doubt the truth or validity of a claim) is accurate; adjective POS matches.
SB-0697,legitimate,adj.,законний,Відповідно до закону або встановлених правових форм і вимог.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,legitimate → «законний»; definition (in accordance with law or established legal forms and requirements) is accurate; adjective POS matches.
SB-0567,handling,n.,поводження,"Торкатися, контролювати, керувати, використовувати, піклуватися тощо рукою або руками або як руками.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"handling → «поводження»; definition (touching, controlling, managing or using with the hands) conveys the sense despite the verb-framed phrasing; noun POS matches."
SB-0806,non-profit,adj.,неприбутковий,"Організація або діяльність, основною метою якої не є отримання прибутку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,non-profit → «неприбутковий»; definition (an organisation or activity whose main aim is not making profit) is accurate; adjective POS matches.
SB-0561,guilt,n.,вина,Відповідальність за протиправні дії.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,guilt → «вина»; definition (responsibility for wrongful acts) is accurate; noun POS matches.
SB-1353,occur,word family,відбуватися; траплятися,Відбутися або мати місце.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,occur → «відбуватися; траплятися»; definition (to happen or take place) is accurate; verb POS matches.
SB-1683,conformity,word family,відповідність,"Стан відповідності, дотримання набору правил, норми чи стандарту.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"conformity → «відповідність»; definition (the state of conforming, following a set of rules, norms or a standard) is accurate; noun POS matches."
SB-0365,devil,n.,диявол,Головний диявол; Сатана.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,devil → «диявол»; definition (the chief devil; Satan) is accurate; noun POS matches.
SB-0752,memo,n.,записка,Коротка записка; меморандум.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,memo → «записка»; definition (a short note; a memorandum) is accurate; noun POS matches.
SB-0600,immense,adj.,величезний,"Величезний, гігантський, дуже великий.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"immense → «величезний»; definition (huge, gigantic, very large) is accurate; adjective POS matches."
SB-0714,literacy,n.,грамотність,Уміння читати і писати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,literacy → «грамотність»; definition (the ability to read and write) is accurate; noun POS matches.
SB-0715,liver,n.,печінка,"Великий орган в організмі, який зберігає та метаболізує поживні речовини, знищує токсини та виробляє жовч. Він відповідає за тисячі біохімічних реакцій.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"liver → «печінка»; definition (a large organ that stores and metabolises nutrients, destroys toxins and produces bile) is accurate; noun POS matches."
SB-0984,relevance,n.,релевантність,Властивість або стан релевантності чи доречності.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,relevance → «релевантність»; definition (the property or state of being relevant or pertinent) is near-circular but not misleading; noun POS matches.
SB-1653,identical,word family,однакові,"Маючи повну схожість, маючи абсолютно однаковий набір характеристик; нерозрізнений.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"identical → «однакові»; definition (having complete similarity, exactly the same set of characteristics; indistinguishable) is accurate; adjective POS matches."
SB-0983,rejection,n.,відмова,Акт відхилення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,rejection → «відмова»; definition (the act of rejecting) is accurate; noun POS matches; overlap with refusal is acceptable.
SB-1135,stumble,v.,спотикатися,Спіткнутися або впасти; незграбно ходити.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,stumble → «спотикатися»; definition (to trip or fall; to walk clumsily) is accurate; verb POS matches.
SB-0460,entity,n.,сутність,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"entity → «сутність»; definition (something existing as a distinct unit, often used for organisations without physical form) is accurate; noun POS matches."
SB-1358,procedure,word family,процедура,Конкретний спосіб виконання завдання.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,procedure → «процедура»; definition (a specific way of performing a task) is accurate; noun POS matches.
SB-0210,commentator,n.,коментатор,"Особа, яка надає миттєвий опис публічної події, зокрема спортивної, для аудиторії ЗМІ.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"commentator → «коментатор»; definition (a person giving a live description of a public event, esp. sport, for a media audience) is accurate; noun POS matches."
SB-1371,theory,word family,теорія,"Послідовне твердження або набір ідей, які пояснюють спостережувані факти чи явища та правильно передбачають нові факти чи явища, які раніше не спостерігалися, або які встановлюють закони та принципи чогось відомого чи спос...",pass,pass,pass,pass,pass,pass,pass,pass,flag,P2,high,truncated-definition,definitionUa,"Послідовне твердження або набір ідей, що пояснюють спостережувані факти чи явища та правильно передбачають нові.","theory definition is truncated, ending «...відомого чи спос...»; the gloss «теорія» is correct but the learner sees an unfinished sentence."
SB-1136,stun,v.,оглушити,"Виводити з ладу; особливо, викликаючи дезорієнтацію або втрату свідомості.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"stun → «оглушити»; definition (to incapacitate, esp. causing disorientation or loss of consciousness) is accurate; verb POS matches."
SB-0190,clash,n.,зіткнення,"опозиція; протиріччя; наприклад, між різними або суперечливими інтересами, поглядами, цілями тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"clash → «зіткнення»; definition (opposition or contradiction between conflicting interests, views or aims) is accurate; noun POS matches."
SB-1724,anticipated,word family,очікуваний,очікується прибуття; заплановано,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,anticipated → «очікуваний»; definition (expected; planned) conveys the sense despite terse phrasing; consistent gloss.
SB-1418,resources,word family,ресурси,"Щось, що використовується для досягнення мети, напр. сировини або персоналу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"resources → «ресурси»; definition (something used to achieve a goal, e.g. raw materials or personnel) is accurate; plural noun POS matches."
SB-0039,aesthetic,adj.,естетичний,"Стурбований красою, художнім ефектом або зовнішнім виглядом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"aesthetic → «естетичний»; definition (concerned with beauty, artistic effect or appearance) is accurate; adjective POS matches."
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"socialist → «соціалістичний»; definition (relating to, supporting or advocating socialism) conveys the sense; adjective POS matches."
SB-0129,biography,n.,біографія,"Історія життя людини, особливо опублікованої.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"biography → «біографія»; definition (the life story of a person, esp. published) is accurate; noun POS matches."
SB-1190,terrain,n.,місцевість; рельєф,Ділянка землі або її особливості.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,terrain → «місцевість; рельєф»; definition (a tract of land or its features) is accurate; noun POS matches.
SB-1058,serial,adj.,серійний,Маючи відношення до або розташовані в ряд.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,serial → «серійний»; definition (relating to or arranged in a series/row) conveys the sense; adjective POS matches.
SB-0718,logic,n.,логіка,"Метод людського мислення, який передбачає лінійне, поетапне мислення про те, як можна вирішити проблему. Логіка є основою багатьох принципів, включаючи науковий метод.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"logic → «логіка»; definition (a method of linear, step-by-step reasoning; the basis of the scientific method) is accurate; noun POS matches."
SB-1455,interaction,word family,взаємодія,Розмова або обмін між людьми.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,interaction → «взаємодія»; definition (a conversation or exchange between people) is accurate; noun POS matches.
SB-0478,exclusively,adv.,виключно,на виключення будь-чого або будь-кого іншого; виключно або цілком,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,exclusively → «виключно»; definition (to the exclusion of anything or anyone else) is accurate; adverb POS matches.
SB-0361,detection,n.,виявлення,"Дія або процес виявлення, розкриття або з'ясування, відкриття чогось нового, прихованого або замаскованого.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"detection → «виявлення»; definition (the act or process of detecting or discovering something new, hidden or disguised) is accurate; noun POS matches."
SB-1401,investment,word family,інвестиції,Розміщення капіталу в очікуванні отримання доходу чи прибутку від його використання чи підвищення вартості.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,investment → «інвестиції»; definition (placing capital expecting income or profit from its use or rise in value) is accurate; noun POS matches.
SB-0518,fluid,n.,рідина,Рідина (на відміну від твердого або газоподібного).,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"fluid → «рідина»; definition (a liquid, as opposed to solid or gas) selects the liquid sense consistent with the gloss; noun POS matches."
SB-1277,vice,n.,порок,Погана або аморальна поведінка.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,vice → «порок»; definition (bad or immoral behaviour) is accurate; noun POS matches.
SB-0924,productivity,n.,продуктивність,"Стан продуктивності, плідності або ефективності.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"productivity → «продуктивність»; definition (the state of being productive, fruitful or efficient) is near-circular but not misleading; noun POS matches."
SB-0588,hostile,adj.,ворожий,Не доброзичливий; відповідний ворогові; показ розташування ворога; прояв злої волі та зловмисності або бажання перешкодити та завдати шкоди.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,hostile → «ворожий»; definition (unfriendly; befitting an enemy; showing ill will and intent to obstruct or harm) is accurate; adjective POS matches.
SB-0553,grid,n.,сітка,"Система доставки електроенергії, що складається з різних підстанцій, трансформаторів і генераторів, з'єднаних дротом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"grid → «сітка»; definition (an electricity-delivery system of substations, transformers and generators connected by wire) is accurate; noun POS matches."
SB-1539,academic,word family,академічний,"Належність до академії чи іншого вищого навчального закладу, наукового товариства чи організації.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,academic → «академічний»; definition (belonging to an academy or higher-education institution or a scholarly society) is accurate; adjective POS matches.
SB-1759,supplementary,word family,додатковий,"додатковий; додано, щоб забезпечити те, що потрібно.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,supplementary → «додатковий»; definition (additional; added to provide what is needed) conveys the sense though it restates the gloss; adjective POS matches.
SB-1368,source,word family,джерело,"Особа, місце або предмет, звідки щось (інформація, товари тощо) надходить або отримується.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"source → «джерело»; definition (the person, place or thing from which something comes or is obtained) is accurate; noun POS matches."
SB-0436,embody,v.,втілювати,Представляти у фізичній або конкретній формі; втілювати чи персоніфікувати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,embody → «втілювати»; definition (to represent in physical or concrete form; to personify) is accurate; verb POS matches.
SB-0188,civilian,"n., adj.",цивільний,"Людина, яка займається цивільним життям, особливо та, яка не є активним членом збройних сил.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"civilian → «цивільний»; definition (a person in civil life, esp. not an active member of the armed forces) is accurate; n./adj. POS matches."
SB-1139,subscription,n.,підписка,"Доступ до ресурсу на певний період часу, як правило, платний.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"subscription → «підписка»; definition (access to a resource for a period of time, usually paid) is accurate; noun POS matches."
SB-1114,stability,n.,стабільність,"Умова стабільності або рівноваги, а отже, стійкості до змін.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"stability → «стабільність»; definition (the condition of being stable or in equilibrium, hence resistant to change) is accurate; noun POS matches."
SB-0453,enquire,v.,запитувати,"Просити інформацію або ставити запитання, щоб щось з’ясувати.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,enquire → «запитувати»; definition (to ask for information or pose a question to find something out) is accurate; verb POS matches.
SB-0605,inability,n.,неспроможність,Відсутність вміння щось робити; недієздатність.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,inability → «неспроможність»; definition (lack of ability to do something; incapacity) is accurate; noun POS matches.
SB-0892,predominantly,adv.,переважно,Переважним чином. Найчастіше або часто з великим відривом.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,predominantly → «переважно»; definition (in a predominant manner; most often or by a large margin) is accurate; adverb POS matches.
SB-0528,franchise,n.,франшиза; право на здійснення діяльності,"Дозвіл, наданий компанією на продаж або розповсюдження своїх товарів чи послуг на певній території.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,franchise → «франшиза»; definition (permission granted by a company to sell or distribute its goods/services in a territory) is accurate; noun POS matches.
SB-0323,dawn,n.,світанок,Період ранкових сутінків безпосередньо перед сходом сонця.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,dawn → «світанок»; definition (the period of morning twilight just before sunrise) is accurate; noun POS matches.
SB-0314,crystal,n.,кристал,"Тверда речовина, що складається з масиву атомів або молекул, що мають дальній порядок і розташовані у вигляді періодичної тривимірної структури.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,crystal → «кристал»; definition (a solid whose atoms/molecules have long-range order in a periodic 3D structure) is accurate; noun POS matches.
SB-0775,misery,n.,страждання,Велике нещастя; сильний біль тіла або розуму; убогість; дистрес; горе.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,misery → «страждання»; definition (great unhappiness; intense bodily or mental pain; distress; grief) is accurate; noun POS matches.
SB-0098,attorney,n.,адвокат,"юрист; той, хто консультує або представляє інших у юридичних питаннях як професія.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,attorney → «адвокат»; definition (a lawyer who advises or represents others in legal matters as a profession) is accurate; noun POS matches.
SB-0741,marketplace,n.,ринок,Світ комерції та торгівлі.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,marketplace → «ринок»; definition (the world of commerce and trade) is accurate for the figurative sense; noun POS matches.
SB-1091,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,solidarity → «солідарність»; definition (bonds of unity around a common goal or against a common enemy; mutual support in a group) is accurate; noun POS matches.
SB-0503,fibre,n.,клітковина,Харчові волокна.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,fibre → «клітковина»; definition (dietary fibre) selects the nutrition sense consistent with the gloss; noun POS matches.
SB-1342,identified,word family,визначений; ідентифікований,"Розпізнаний або визначений як конкретна особа, річ чи явище.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"identified → «визначений; ідентифікований»; definition (recognised or determined as a specific person, thing or phenomenon) is accurate; consistent gloss."
SB-0825,opt,v.,обирати; робити вибір,Вибирати; вибрати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,opt → «обирати; робити вибір»; definition (to choose; to select) is accurate though it restates the gloss; verb POS matches.
