id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-0027,adaptation,n.,адаптація,"Процес адаптації чогось або пристосування до ситуації; коригування, модифікація.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0030,adjustment,n.,коригування,Дія регулювання чогось,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,P2,ui-formatting,medium,The definition is missing terminal punctuation.,definitionUa,Дія регулювання або незначної зміни чогось.
SB-0033,administrator,n.,адміністратор,"Той, хто веде справи; той, хто скеровує, керує, виконує або розпоряджається, чи то в цивільних, судових, політичних чи церковних справах; менеджер.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0035,adolescent,n.,підліток,"Людина, яка перебуває в підлітковому віці; хтось, хто досяг статевої зрілості, але ще не дорослий.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0036,adoption,n.,усиновлення,Стан усиновлення; прийняття дитини інших батьків як власної дитини.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0039,aesthetic,adj.,естетичний,"Стурбований красою, художнім ефектом або зовнішнім виглядом.",DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,«Стурбований красою» mistranslates concerned with and gives the wrong Ukrainian sense.,definitionUa,"Пов’язаний із красою, мистецтвом або привабливим зовнішнім виглядом."
SB-0040,affection,n.,прихильність,Почуття любові або сильної прихильності.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0041,aftermath,n.,наслідки (переважно негативні),"Те, що відбувається після, те, що слідує, зазвичай має яскраво негативний відтінок у більшості контекстів, натякаючи на попередню катастрофу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0042,aggression,n.,агресія,Ворожа чи деструктивна поведінка чи дії.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0045,albeit,conj.,хоча,"Сполучник зі значенням «хоча» або «незважаючи на те, що».",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0047,alien,adj.,чужий,"Не належать до тієї самої країни, землі чи уряду, чи до їхніх громадян чи підданих; іноземні.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,"The singular adjective is defined with plural verb and adjective forms, making the sentence grammatically incoherent.",definitionUa,"Такий, що належить іншій країні або є чужим для певного середовища."
SB-0048,align,v.,вирівняти,Підлаштовуватися під лінію; діапазон або форму в лінію; привести у відповідність.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,semantic-fidelity,high,The definition includes the unrelated noun «діапазон» and does not clearly separate physical alignment from agreement.,ua+definitionUa,ua: вирівнювати; узгоджувати | definitionUa: Розташовувати по прямій лінії або приводити у відповідність.
SB-0053,allegedly,adv.,нібито,За чиїмось твердженням.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0054,alliance,n.,альянс,"Союз або зв’язок інтересів між сім’ями, державами, партіями тощо, особливо між сім’ями за шлюбом і державами за договором, угодою чи союзом.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0055,allocate,v.,виділити,Відкладати для певної мети.,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,semantic-fidelity,high,«Відкладати» suggests postponement and does not reliably express allocating resources for a purpose.,definitionUa,Призначати або виділяти щось для певної мети.
SB-0056,allocation,n.,виділення,"Процес або процедура розподілу речей, особливо грошей або інших ресурсів.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0059,aluminium,n.,алюміній,"Легкий сріблястий метал, що добувається з бокситів, і хімічний елемент (символ Al) з атомним номером 13.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0060,amateur,"adj., n.",любитель,"Людина, прив’язана до певної діяльності, навчання, науки чи мистецтва (наприклад, музики чи живопису), особливо та, яка розвиває будь-які дослідження, інтереси, смаки чи прихильності, не займаючись цим професійно.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is adjective and noun, but the Ukrainian value and definition cover only the noun.",ua+definitionUa,"ua: аматор; аматорський | definitionUa: Людина, яка займається чимось не професійно; також такий, що стосується непрофесійної діяльності."
SB-0063,amendment,n.,поправка,Доповнення та/або зміни до Конституції.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,sense-coverage,high,"The definition wrongly restricts amendment to a constitution and omits ordinary documents, laws, and agreements.",definitionUa,"Зміна або доповнення до документа, закону чи угоди, зокрема до конституції."
SB-0065,analogy,n.,аналогія,"Відношення подібності або еквівалентності між двома ситуаціями, людьми чи об’єктами, особливо коли використовується як основа для пояснення чи екстраполяції.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0066,anchor,n.,якір,"Інструмент, який використовується для причалювання судна до дна моря чи річки, щоб протистояти руху.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0069,apparatus,n.,апарат,"Сукупність засобів, за допомогою яких створюється конкретне виробництво або виконується завдання.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,«Конкретне виробництво» is not an idiomatic or accurate account of apparatus as equipment for a task.,definitionUa,"Набір обладнання або засобів, потрібних для виконання певного завдання."
SB-0071,appetite,n.,апетит,Бажання з'їсти їжу або випити напої.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0072,applaud,v.,аплодувати,Виражати схвалення (чогось) плеском у долоні.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0075,appreciation,n.,вдячність,"Справедлива оцінка якості, цінності, ваги тощо; визнання досконалості; вдячність і пошана.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0076,arbitrary,adj.,довільний,"На основі особистого розсуду чи судження; не ґрунтуючись на будь-якій об’єктивній відмінності, можливо, навіть зробленій навмання.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0077,architectural,adj.,архітектурний,Що стосується архітектури.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0078,archive,n.,архів,"Місце для зберігання раннього, а часто й історичного матеріалу. Архів зазвичай містить документи (листи, записи, газети тощо) або інші типи носіїв, які зберігаються для історичного інтересу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0081,arm,v.,озброювати,Для забезпечення бронею або (особливо пізніше) зброєю.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The definition begins with the purpose construction «Для забезпечення» instead of defining the verb.,definitionUa,Забезпечувати когось зброєю або готувати до збройної дії.
SB-0083,articulate,v.,артикулювати,Говорити чітко; виголошувати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0084,ash,n.,попіл,Суцільні залишки пожежі.,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,"«Суцільні залишки» means continuous remains, not the solid residue left after burning.",definitionUa,Твердий порошкоподібний залишок після згоряння речовини.
SB-0086,aspire,v.,прагнути,Мати сильне бажання або амбіції досягти чогось.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0087,assassination,n.,вбивство,"Вбивство людини, особливо з політичних мотивів або заради особистої вигоди.",DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,sense-coverage,high,"The bare Ukrainian «вбивство» loses the defining targeted, often political character of assassination.",ua,політичне або замовне вбивство
SB-0088,assault,"n., v.",напад,"Нападати, фізично чи фігурально; атакувати.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source has noun and verb uses, but ua is noun-only while the definition is verb-only.",ua+definitionUa,ua: напад; нападати | definitionUa: Фізична або словесна атака; також нападати на когось чи щось.
SB-0089,assemble,v.,зібрати,Збирати разом.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0091,assert,v.,стверджувати,Заявляти з упевненістю або просто і рішуче; стверджувати позитивно.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0092,assertion,n.,твердження,Акт ствердження; позитивна декларація або авермент.,PASS,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,PASS,P1,learner-register,high,The unexplained rare borrowing «авермент» is unsuitable and unnecessary in learner-facing Ukrainian.,definitionUa,Упевнене й чітке твердження або заява.
SB-0093,assurance,n.,запевнення,"Акт запевнення; заява, яка має викликати повну довіру; щось, створене для того, щоб надати комусь впевненості.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0094,asylum,n.,притулок,Місце безпеки або притулок.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0095,atrocity,n.,злодіяння,Надзвичайно жорстокий вчинок; жахливий акт несправедливості.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0096,attain,v.,досягти,Отримати (об'єкт або бажаний результат).,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0097,attendance,n.,присутність,Акт відвідування; стан присутності; наявність.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0098,attorney,n.,адвокат,"юрист; той, хто консультує або представляє інших у юридичних питаннях як професія.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,"Юрист, який професійно консультує або представляє інших у правових питаннях."
SB-0099,attribute,"v., n.",атрибут,Пов'язувати право власності чи авторство на (щось) з кимось.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source has noun and verb uses, but ua gives only the noun and the definition only the verb.",ua+definitionUa,ua: ознака; приписувати | definitionUa: Характерна риса; також вважати щось наслідком чи твором певної особи або причини.
SB-0101,authentic,adj.,справжній,"Того ж походження, що заявлено; справжній.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0104,autonomy,n.,автономія,Право або умова самоврядування; свобода діяти або функціонувати незалежно.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0107,backdrop,n.,фон,Обстановка або фон розіграної вистави.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition is circular and awkwardly limits backdrop to a performed show.,definitionUa,"Тло сцени або обставини, на тлі яких відбувається подія."
SB-0110,bail,n.,застава,"Забезпечення, як правило, грошова сума, яку обмінюють на звільнення заарештованої особи як гарантію явки цієї особи на суд.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0113,bare,adj.,голий,"Голий, непокритий.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0114,barrel,n.,бочка,"Кругла (циліндрична) посудина, така як бочка, більша за довжину, ніж завширшки, і опукла в середині, зроблена з держаків, зв’язаних обручами, і має плоскі кінці (голови).",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,The barrel definition reverses the dimensions and mistranslates staves as «держаки».,definitionUa,"Циліндрична посудина, довша, ніж ширша, опукла посередині й складена з клепок, стягнутих обручами."
SB-0115,bass1,n.,бас (низький звук; басовий інструмент),Низький за висотою звук або музичний інструмент чи голос із низьким регістром.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0117,battlefield,n.,поле бою,"Область, де ведеться наземна битва, яка не обов’язково може бути полем.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0118,bay,n.,затока,"Тіло води (особливо море), яке міститься увігнутою береговою лінією.",DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Тіло води ... міститься увігнутою береговою лінією» is an unintelligible literal calque.,definitionUa,"Частина моря чи озера, що вдається в суходіл і частково оточена берегом."
SB-0120,beast,n.,звір,"Тварина, особливо велика або небезпечна наземна хребетна.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0122,beloved,adj.,коханий,"Дуже любив, ніжно любив.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,PASS,P1,grammar-syntax,high,Past-tense «Дуже любив» neither agrees with nor defines the adjective beloved.,definitionUa,Дуже дорогий або коханий.
SB-0123,bench,n.,лава,"Довге сидіння зі спинкою або без неї, наприклад, у парках і школах.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0126,beneficiary,n.,бенефіціар,"Той, хто користується або отримує перевагу.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Отримує перевагу» is vague and less accurate than receiving a benefit or entitlement.,definitionUa,"Особа або організація, яка отримує вигоду, виплату чи інше право."
SB-0127,betray,v.,зраджувати,"Порушити довіру або виявити приховану інформацію, почуття чи справжній характер.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0129,biography,n.,біографія,"Історія життя людини, особливо опублікованої.",DEFECT,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,«Особливо опублікованої» grammatically modifies the person rather than the account of the life.,definitionUa,"Опис життя людини, написаний іншою особою."
SB-0132,blade,n.,лезо,"Частина ножа, меча, бритви чи іншого інструменту (як правило, з гострим краєм), яким вона ріже.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,The pronoun in «яким вона ріже» has an unclear antecedent and produces awkward syntax.,definitionUa,"Гостра ріжуча частина ножа, меча, бритви чи іншого інструмента."
SB-0134,bleed,v.,кровоточити,Пролити кров через ушкоджену кровоносну судину.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,PASS,PASS,P1,semantic-fidelity,high,The transitive perfective phrase «Пролити кров» does not define the intransitive verb кровоточити.,definitionUa,Втрачати кров через ушкодження кровоносної судини.
SB-0136,bless,v.,благословляти,Викликати божественну прихильність.,PASS,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,idiomatic-ukrainian,medium,«Викликати божественну прихильність» is stiff and does not directly explain blessing someone.,definitionUa,Просити Божої ласки для когось або освячувати когось чи щось.
SB-0138,boast,v.,хвалитися,Вихвалятися; голосно говорити на хвалу собі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0139,bonus,n.,бонус,"Щось додаткове, що добре; додаткова перевага.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0140,boom,n.,бум,"Низький резонансний звук, наприклад вибух.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0143,bow1,"v., n.",нахилятися; уклін,Нахиляти голову або верхню частину тіла на знак поваги; також сам такий уклін.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0146,breakthrough,n.,прорив,"Будь-який серйозний прогрес; наприклад, велика інновація чи відкриття, яке долає значну перешкоду.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0152,buddy,n.,приятель,Друг або випадковий знайомий.,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,PASS,PASS,P1,semantic-fidelity,high,"«Випадковий знайомий» means a chance acquaintance, not a casual friend.",definitionUa,"Друг або приятель, з яким мають близькі чи невимушені стосунки."
SB-0153,buffer,n.,буфер,"Частина пам’яті, виділена для тимчасового зберігання даних, часто перед їх надсиланням на зовнішній пристрій або під час отримання із зовнішнього пристрою.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
