id,word,pos,ua,definitionUa,ax_semantic,ax_natural,ax_grammar,ax_pos,ax_register,ax_calque,ax_consistency,ax_pedagogical,ax_ui,disposition,confidence,category,proposed_target,proposed_value,rationale
SB-1757,scenario,word family,сценарій,Схема або модель очікуваної чи передбачуваної послідовності подій.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,scenario → «сценарій»; definition (outline/model of an expected sequence of events) is accurate; noun POS matches.
SB-1753,restraints,word family,обмеження,контроль або обережність; резерв,pass,flag,pass,pass,pass,pass,pass,flag,pass,P2,medium,weak-imprecise-definition,definitionUa,Контроль або стриманість; самовладання.,"restraints → «обмеження» is fine, but the definition «контроль або обережність; резерв» is weak and the gloss 'резерв' (reserve) does not fit restraint."
SB-0265,contempt,n.,презирство,"Стан або акт презирства; відчуття або ставлення до когось чи чогось як до нижчого, низького або нікчемного; презирство, зневага.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,contempt → «презирство»; definition (feeling of someone/something as inferior or worthless) is accurate; noun POS matches.
SB-0413,dual,adj.,подвійний,Характеризується наявністю двох (зазвичай еквівалентних) компонентів.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"dual → «подвійний»; definition (having two, usually equivalent, components) is accurate; adjective POS matches."
SB-0688,lawsuit,n.,позов,"У цивільному праві — справа, у якій двоє або більше людей не погоджуються, і одна або більше сторін передають справу до суду для вирішення.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,lawsuit → «позов»; definition (civil case brought to court to resolve a disagreement) is accurate; noun POS matches.
SB-1102,spectacle,n.,видовище,"Захоплююча або надзвичайна сцена, виставка, вистава тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,spectacle → «видовище»; definition (striking or extraordinary scene/display/performance) is accurate; noun POS matches.
SB-0344,denounce,v.,засуджувати,Публічно та рішуче засуджувати когось або щось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,denounce → «засуджувати»; definition (publicly and firmly condemn) is accurate; verb POS matches.
SB-1026,ritual,n.,ритуал,"обряд; повторюваний набір дій, особливо в релігійному контексті.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"ritual → «ритуал»; definition (a rite; repeated set of actions, esp. religious) is accurate; lowercase start is trivial."
SB-0083,articulate,v.,артикулювати,Говорити чітко; виголошувати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"articulate (v) → «артикулювати» with definition 'speak clearly; enunciate' — acceptable, though «чітко висловлювати» would also capture the 'express ideas' sense."
SB-1744,mediation,word family,посередництво,"Переговори для вирішення розбіжностей, які проводяться неупередженою стороною.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,mediation → «посередництво»; definition (negotiation to resolve differences by an impartial party) is accurate; noun POS matches.
SB-1614,instructions,word family,інструкції,"Вказівки, які пояснюють, що або як потрібно зробити.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,instructions → «інструкції»; definition (directions explaining what/how to do) is accurate; plural noun POS matches.
SB-0919,proceeds,n.,доходи,Дохід; валовий дохід.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,proceeds → «доходи»; definition 'income; gross income' captures the money-received sense; plural noun POS matches.
SB-1677,accompanied,word family,у супроводі,Наявність супроводу; бути частиною групи щонайменше з двох.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,accompanied → «у супроводі»; definition (being escorted; part of a group of at least two) is accurate and consistent.
SB-0883,portray,v.,зображувати,"Грати роль; для зображення персонажа, людини, ситуації чи події.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,portray → «зображувати»; definition (play a role; depict a character/situation) is accurate; verb POS matches.
SB-1037,saint,n.,святий,"Померла особа, яку церква чи інша релігійна група офіційно визнала особливо святою чи благочестивою; один видатний для благочестя та чесноти.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,saint → «святий»; definition (deceased person recognised as holy by a church) is accurate; noun POS matches.
SB-0762,merit,n.,заслуга,"Щось, що заслуговує або гідне позитивного визнання чи винагороди.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,merit → «заслуга»; definition (something deserving positive recognition or reward) is accurate; noun POS matches.
SB-0972,reflection,n.,відображення,Акт відображення або стан відображення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,reflection → «відображення»; definition (act/state of reflecting) covers the mirror/optical sense correctly; contemplation sense is a separate entry concern.
SB-1714,termination,word family,припинення,Процес припинення або стан припинення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,termination → «припинення»; definition (process/state of terminating) is accurate; noun POS matches.
SB-0593,hydrogen,n.,водень,"Найлегший хімічний елемент (символ H), з атомним номером 1 і атомною вагою 1,008.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"hydrogen → «водень»; definition (lightest element, H, atomic number 1) is factually correct; noun POS matches."
SB-0146,breakthrough,n.,прорив,"Будь-який серйозний прогрес; наприклад, велика інновація чи відкриття, яке долає значну перешкоду.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,breakthrough → «прорив»; definition (major advance/innovation overcoming an obstacle) is accurate; noun POS matches.
SB-1176,symbolic,adj.,символічний,Непряме представлення або посилання на іншу річ.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,symbolic → «символічний»; definition (indirect representation of/reference to another thing) is accurate; adjective POS matches.
SB-1324,concept,word family,поняття; концепція,Абстрактна і загальна ідея; абстракція.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"concept → «поняття; концепція»; definition (abstract, general idea) is accurate; noun POS matches with a good native+borrowed pair."
SB-1095,spam,n.,спам,Небажані масові електронні повідомлення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,spam → «спам»; definition (unwanted bulk electronic messages) is accurate; noun POS matches.
SB-1472,scheme,word family,схема,Систематичний план майбутніх дій.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,scheme → «схема»; definition (systematic plan of future action) is accurate; noun POS matches.
SB-1465,physical,word family,фізичний,"Відноситься до світу, як його розуміють почуттями, а не розумом; матеріальний, конкретний; справжній. Має відношення до матеріального світу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,physical → «фізичний»; definition (of the material world perceived by senses) is accurate; adjective POS matches.
SB-1701,minimised,word family,зведений до мінімуму,"Зменшений до найнижчого можливого рівня, кількості або ступеня.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,minimised → «зведений до мінімуму»; definition (reduced to the lowest possible level/amount) is accurate and consistent.
SB-0152,buddy,n.,приятель,Друг або випадковий знайомий.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,buddy → «приятель»; definition (a friend or casual acquaintance) is accurate; register matches the informal headword; noun POS correct.
SB-0789,municipal,adj.,муніципальний,"Муніципалітет або пов’язаний з муніципалітетом (місто чи корпорація, яка має право керувати місцевим урядом).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,municipal → «муніципальний»; definition (of/related to a municipality) is accurate; adjective POS matches.
SB-0139,bonus,n.,бонус,"Щось додаткове, що добре; додаткова перевага.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,bonus → «бонус»; definition (something extra that is good; an added benefit) is accurate; noun POS matches.
SB-0827,optimism,n.,оптимізм,"схильність очікувати найкращого або, принаймні, сприятливого результату",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,optimism → «оптимізм»; definition (tendency to expect the best/favourable outcome) is accurate; lowercase/no-period is trivial house-style.
SB-0981,rehabilitation,n.,реабілітація,Процес реабілітації когось або чогось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,rehabilitation → «реабілітація»; definition restates the cognate ('process of rehabilitating') — thin but not misleading for a direct cognate.
SB-0066,anchor,n.,якір,"Інструмент, який використовується для причалювання судна до дна моря чи річки, щоб протистояти руху.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,anchor → «якір»; definition (device to moor a vessel to the seabed against movement) is accurate; noun POS matches.
SB-0025,activist,n.,активіст,"Той, хто є політично активним у ролі громадянина; особливо той, хто бореться за зміни.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,activist → «активіст»; definition (politically active citizen fighting for change) is accurate; noun POS matches.
SB-1177,syndrome,n.,синдром,"Розпізнаваний зразок ознак, симптомів та/або поведінки, особливо хвороби, медичного чи психологічного стану.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"syndrome → «синдром»; definition (recognisable pattern of signs/symptoms, esp. of a condition) is accurate; noun POS matches."
SB-0582,homeland,n.,батьківщина,"Країна, яку людина вважає домом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,homeland → «батьківщина»; definition (the country one regards as home) is accurate; noun POS matches.
SB-1777,likewise,word family,так само,також; крім того; теж.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,likewise → «так само»; definition (also; moreover; too) is accurate; adverb sense matches; lowercase trivial.
SB-0394,disruption,n.,порушення,Переривання регулярного потоку або послідовності чогось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,disruption → «порушення»; definition (interruption of a regular flow/sequence) is accurate; noun POS matches.
SB-0642,intake,n.,споживання,Прийнята кількість.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,intake → «споживання»; definition (the amount taken in) fits the consumption sense; noun POS matches.
SB-1778,notwithstanding,word family,незважаючи на це,"Тим не менш, все так само.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"notwithstanding → «незважаючи на це»; definition (nevertheless, all the same) is accurate; lowercase trivial."
SB-0550,grave (for dead person),n.,могила,"Місце в землі, де поховано померлу людину.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,grave → «могила»; definition (place in the ground where a dead person is buried) is accurate; the headword's disambiguation matches; noun POS correct.
SB-1593,brief,word family,короткий,Короткочасний; відбувається швидко.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,brief → «короткий»; definition (short-lived; happening quickly) is accurate for the adjective sense.
SB-0865,petition,n.,петиція,"Офіційний письмовий запит, зроблений окремою особою чи групою людей до суверенної чи політичної влади, який часто містить багато підписів, із проханням про якусь благодать, право, милосердя або виправлення якоїсь кривди чи...",pass,pass,pass,pass,pass,pass,pass,pass,flag,P2,high,truncated-definition,definitionUa,"Офіційний письмовий запит, зроблений окремою особою чи групою людей до суверенної чи політичної влади, який часто містить багато підписів, із проханням про якусь благодать, право, милосердя або виправлення якоїсь кривди.","petition definition is truncated mid-clause, ending in a dangling «кривди чи...»; the gloss «петиція» is correct but the learner sees an unfinished sentence."
SB-0574,hatred,n.,ненависть,Сильна відраза; сильна неприязнь.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,hatred → «ненависть»; definition (strong aversion; intense dislike) is accurate; noun POS matches.
SB-1356,policy,word family,політика; стратегічний курс,"Принцип поведінки, який суб’єкт (уряд, організація тощо) застосовує або прагне дотримуватися, особливо якщо формально виражено авторитетним органом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,policy → «політика; стратегічний курс»; definition (principle of conduct adopted by a government/organisation) is accurate; noun POS matches.
SB-1185,tenant,n.,орендар,"Той, хто має право оренди (найму).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,tenant → «орендар»; definition (one who holds a lease/rental) is accurate; noun POS matches.
SB-1645,equipment,word family,обладнання,"Будь-які предмети, які використовуються для спорядження чогось або когось, наприклад речі, необхідні для експедиції чи плавання.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,equipment → «обладнання»; definition (items used to equip something/someone) is accurate; noun POS matches.
SB-0377,diplomat,n.,дипломат,"Особа, наприклад посол, яка офіційно акредитована представляти уряд у його відносинах з іншими урядами чи міжнародними організаціями",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,diplomat → «дипломат»; definition (accredited official representing a government abroad) is accurate; missing terminal period is trivial.
SB-0341,delicate,adj.,делікатний,Легко пошкоджується або потребує обережного поводження.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,delicate → «делікатний»; definition (easily damaged; needing careful handling) is accurate; adjective POS matches.
SB-0302,coup,n.,переворот,Державний переворот.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,coup → «переворот»; definition (a coup d'etat) is accurate; noun POS matches.
SB-1341,function,word family,функція; функціонувати,Що щось робить або для чого використовується.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,function → «функція; функціонувати»; definition (what something does/is used for) is accurate; noun+verb pair matches the word family.
SB-0311,crown,n.,корона,"Королівський, імператорський або княжий головний убір; діадема.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,crown → «корона»; definition (royal/imperial/princely headdress; diadem) is accurate; noun POS matches.
SB-0250,conscience,n.,совість,"Етичне або моральне почуття правильного і неправильного, головним чином, оскільки воно впливає на власну поведінку людини та формує її ставлення до її минулих дій.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,conscience → «совість»; definition (moral sense of right and wrong affecting one's conduct) is accurate; noun POS matches.
SB-0794,neglect,"v., n.",нехтувати,Не дбати про щось або не звертати уваги.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"neglect → «нехтувати»; definition (fail to care for or pay attention) is accurate for the verb sense; POS covers v.,n."
SB-1385,conclusion,word family,висновок,"Кінець, завершення, закриття або остання частина чогось.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"conclusion → «висновок»; definition (the end, closing, or last part of something) is accurate; noun POS matches."
SB-0602,implementation,n.,впровадження,"Процес переходу ідеї від концепції до реальності. У бізнесі, інженерії та інших сферах реалізація відноситься до процесу будівництва, а не до процесу проектування.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,implementation → «впровадження»; definition (bringing an idea from concept to reality) is accurate; noun POS matches.
SB-1162,supposedly,adv.,нібито,Як питання припущення; у переконаннях або згідно з твердженнями деяких людей.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,supposedly → «нібито»; definition (as a matter of supposition; according to some claims) is accurate; adverb POS matches.
SB-0848,parliamentary,adj.,парламентський,"З, пов’язані з парламентом або ухвалені ним.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,parliamentary → «парламентський»; definition (of/relating to or enacted by a parliament) is accurate; adjective POS matches.
SB-0527,fragile,adj.,крихкий,"Легко ламається, не міцний; з ніжного матеріалу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,fragile → «крихкий»; definition (easily broken; not strong; of delicate material) is accurate; adjective POS matches.
SB-0092,assertion,n.,твердження,Акт ствердження; позитивна декларація або авермент.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,assertion → «твердження»; definition (act of asserting; a positive declaration) is accurate; noun POS matches.
SB-0662,intriguing,adj.,інтригуючий,Викликання бажання знати більше; таємничий.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,intriguing → «інтригуючий»; definition (arousing a desire to know more; mysterious) is accurate; adjective POS matches.
SB-0275,conversion,n.,перетворення,Акт перетворення чогось або когось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,conversion → «перетворення»; definition restates the cognate ('act of converting') — thin but not misleading; noun POS matches.
SB-1518,option,word family,варіант,"Один із набору варіантів, які можна зробити.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,option → «варіант»; definition (one of a set of choices) is accurate; noun POS matches.
SB-1232,treaty,n.,договір,"Формальна обов'язкова угода, укладена суб'єктами міжнародного права, а саме державами та міжнародними організаціями; конвенція, пакт.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,treaty → «договір»; definition (formal binding agreement between states/international bodies) is accurate; noun POS matches.
SB-0784,monk,n.,чернець,"Чоловічий член чернечого ордену, який присвятив своє життя релігійному служінню.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,monk → «чернець»; definition (male member of a monastic order devoted to religious service) is accurate; noun POS matches.
SB-1100,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,specification → «специфікація»; definition (clear set of requirements to be satisfied) is accurate; noun POS matches.
SB-0515,flesh,n.,плоть,"М’які тканини тіла, особливо м’язи та жир.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"flesh → «плоть»; definition (soft body tissues, esp. muscle and fat) is accurate; noun POS matches."
SB-1051,seldom,adv.,рідко,"Нечасто, рідко.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"seldom → «рідко»; definition (infrequently, rarely) is accurate; adverb POS matches."
SB-0162,capability,n.,здатність,Сила або здатність генерувати результат.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,capability → «здатність»; definition (power or ability to produce a result) is accurate; noun POS matches.
SB-0069,apparatus,n.,апарат,"Сукупність засобів, за допомогою яких створюється конкретне виробництво або виконується завдання.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,apparatus → «апарат»; definition (the means by which a production is made or a task performed) is accurate; noun POS matches.
SB-1329,data,word family,дані,"Матеріал, записаний і відомий або прийнятий як факти та використаний як основа для міркувань, обговорень або обчислень, представлений у формі чисел і зазвичай структурований (наприклад, статистика).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"data → «дані»; definition (recorded material accepted as facts, basis for reasoning/computation) is accurate; plural noun POS matches."
SB-1234,tribal,adj.,племінний,Що стосується племен.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,tribal → «племінний»; definition (relating to tribes) is accurate; adjective POS matches.
SB-1547,contact,word family,контакт,Встановлення зв'язку (з).,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,contact → «контакт»; definition (the establishing of a connection with) is accurate; noun POS matches.
SB-1618,minimum,word family,мінімум,Найменша сума.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,minimum → «мінімум»; definition (the smallest amount) is accurate; noun POS matches.
SB-0799,niche,n.,ніша,"Будь-яка позиція можливостей, для якої вона добре підходить, наприклад певний ринок у бізнесі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"niche → «ніша»; definition (a position of opportunity one is well suited to, e.g. a market) captures the figurative business sense; noun POS matches."
SB-1637,confirmed,word family,підтверджено,Перевірено або ратифіковано.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,confirmed → «підтверджено»; definition (verified or ratified) is accurate and consistent.
SB-1350,legal,word family,правовий; юридичний,Що стосується права або юристів.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,legal → «правовий; юридичний»; definition (relating to law or lawyers) is accurate; adjective POS matches with a good pair.
SB-0970,recount1,v.,докладно розповідати; переказувати,Докладно розповідати про подію або послідовність подій.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,recount → «докладно розповідати; переказувати»; definition (narrate an event in detail) is accurate; verb POS matches; the '1' suffix is a homograph disambiguator.
SB-0113,bare,adj.,голий,"Голий, непокритий.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"bare → «голий»; definition (naked, uncovered) is accurate; adjective POS matches."
SB-1628,tapes,word family,стрічки,Гнучкий матеріал в рулоні з липкою поверхнею з одного або обох боків; липка стрічка.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,tapes → «стрічки»; definition (flexible material in a roll with an adhesive surface; sticky tape) fits one sense of tape; plural noun POS matches.
