id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-0938,protocol,n.,протокол,"Набір формальних правил, що описують, як передавати або обмінюватися даними, особливо через мережу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0939,province,n.,провінція,"Адміністративний підрозділ деяких країн, зокрема Канади та Китаю.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0943,psychiatric,adj.,психіатричний,Психіатрія або пов'язана з нею.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,pos-alignment,high,The noun «Психіатрія» followed by feminine «пов’язана» does not define the adjective.,definitionUa,Пов’язаний із психіатрією або лікуванням психічних розладів.
SB-0944,pulse,n.,пульс,"Зазвичай регулярне серцебиття відчувається, коли артерії поблизу шкіри (наприклад, на шиї чи зап’ясті) стиснуті, спричинене серцем, що прокачує через них кров.",DEFECT,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,The definition confuses pulse with heartbeat and says arteries are compressed rather than palpated.,definitionUa,"Ритмічне розширення артерій, спричинене серцебиттям і відчутне, наприклад, на зап’ясті чи шиї."
SB-0949,quota,n.,квота,"Зазначене число або відсоток, який може служити, наприклад, максимумом, мінімумом або ціллю.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0952,rage,n.,лють,Сильний неконтрольований гнів.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0955,ranking,n.,рейтинг,Відносне розміщення в списку.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0956,rape,"n., v.",зґвалтування,Примушувати (когось) до статевого акту чи інших сексуальних дій без його згоди.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is noun and verb, but ua is noun-only and the definition verb-only.",ua+definitionUa,ua: зґвалтування; ґвалтувати | definitionUa: Статевий акт або інша сексуальна дія без згоди; також примушувати когось до такої дії.
SB-0957,ratio,n.,співвідношення,"Число, що представляє порівняння між двома названими речами.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0959,ray,n.,промінь,Промінь світла або випромінювання.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0963,rear,"adj., n.",задній,"Задня або крайня задня частина; те, що позаду, або останнє за порядком.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is adjective and noun, but ua is adjective-only and the definition noun-only.",ua+definitionUa,ua: задній; задня частина | definitionUa: Розташований позаду; також задня частина чогось.
SB-0965,reassure,v.,заспокоювати,Запевнити заново; відновити довіру до; звільнитися від страху чи невпевненості в собі.,DEFECT,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,PASS,PASS,P1,grammar-syntax,high,«Запевнити заново» is a literal calque and «звільнитися» changes the subject of the transitive verb.,definitionUa,"Заспокоювати когось, відновлюючи його впевненість або усуваючи страх чи сумнів."
SB-0966,rebel,n.,повстанець,"Людина, яка чинить опір встановленій владі, часто насильницький.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,Masculine «насильницький» dangles after the adverb «часто» and does not modify the intended noun.,definitionUa,"Людина, яка чинить опір установленій владі, часто із застосуванням сили."
SB-0967,rebellion,n.,повстання,Збройний опір встановленому уряду чи правителю.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0968,recipient,n.,одержувач,"Той, хто отримує.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0969,reconstruction,n.,реконструкція,"Дія реконструкції чогось, не обов’язково до попереднього стану.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0970,recount1,v.,докладно розповідати; переказувати,Докладно розповідати про подію або послідовність подій.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0971,referendum,n.,референдум,Пряме всенародне голосування щодо запропонованого закону чи конституційної поправки.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0972,reflection,n.,відображення,Акт відображення або стан відображення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition merely repeats reflection and does not explain the stated image sense.,definitionUa,"Зображення, утворене світлом, що відбилося від поверхні; також сам процес відбиття."
SB-0974,refuge,n.,притулок,"Місце, що забезпечує безпеку, захист або притулок.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0975,refusal,n.,відмова,Акт відмови.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0977,regardless,adv.,незалежно,Не звертаючи уваги на; ігнорування.,PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,pos-alignment,high,«Не звертаючи уваги на; ігнорування» mixes an incomplete participial phrase with a noun and does not define the adverb.,definitionUa,Не беручи до уваги певну обставину; попри неї.
SB-0979,regulator,n.,регулятор,"Пристрій, який контролює або обмежує щось.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0980,regulatory,adj.,регулятивний,Регулювання чи відношення до нього.,PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,The noun phrase contains Russian-influenced «відношення до» and does not define the adjective.,definitionUa,Пов’язаний із регулюванням або призначений для нього.
SB-0981,rehabilitation,n.,реабілітація,Процес реабілітації когось або чогось.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition merely repeats rehabilitation and adds no learner-usable meaning.,definitionUa,"Процес відновлення здоров’я, здібностей, репутації або належного стану."
SB-0983,rejection,n.,відмова,Акт відхилення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0984,relevance,n.,релевантність,Властивість або стан релевантності чи доречності.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0987,remainder,n.,залишок,"Частина або частини, що залишилися після того, як деякі були видалені або вже виникли.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,"«Вже виникли» does not express items already used, taken, or accounted for.",definitionUa,"Частина, що залишається після того, як решту використали, видалили або врахували."
SB-0990,reminder,n.,нагадування,"Хтось або щось, що нагадує.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0993,renew,v.,відновити,Знову робити (щось) нове; для відновлення свіжості або початкового стану.,PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,The second clause begins with the purpose phrase «для відновлення» instead of continuing the verb definition.,definitionUa,"Відновлювати свіжість, чинність або початковий стан; робити новим знову."
SB-0995,rental,n.,оренда,Плата за оренду чогось.,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,ua-definition-consistency,high,"ua «оренда» denotes renting, while the definition covers only the fee paid for it.",ua+definitionUa,ua: оренда; орендна плата | definitionUa: Користування майном за плату; також плата за таке користування.
SB-0996,replacement,n.,заміна,"Особа або предмет, що займає місце іншого; замінник.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0999,reproduce,v.,відтворювати,Для створення або розмноження потомства або організмів статевим або нестатевим шляхом.,DEFECT,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The purpose phrase «Для створення» does not define the verb and the entry covers only biological reproduction.,definitionUa,Створювати копію або повторювати щось; також давати потомство.
SB-1001,republic,n.,республіка,"Держава, де суверенітет належить народу або його представникам, а не монарху чи імператору; країна без монархії.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1006,residue,n.,залишок,"Те, що зберігається або залишається після видалення або усунення інших елементів.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1009,respective,adj.,відповідний,"Що стосується конкретних осіб або речей, кожен до кожного; особливий; власні.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,«Кожен до кожного; особливий; власні» has broken agreement and does not explain respective.,definitionUa,"Такий, що окремо стосується кожної з названих осіб або речей."
SB-1010,respectively,adv.,відповідно,"У відносний спосіб; часто використовується під час порівняння списків масивів, де цей термін означає, що елементи в списках відповідають один одному в тому порядку, в якому вони вказані.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,«У відносний спосіб» is a false literal rendering; the arrays explanation is needlessly technical and awkward.,definitionUa,У тому самому порядку для кожного з уже названих елементів.
SB-1016,revelation,n.,одкровення,Акт виявлення або розголошення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1018,reverse,v.,змінювати на протилежне; рухатися назад,"Змінювати напрям, порядок або результат на протилежний; також рухатися назад.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1020,revive,v.,оживити,"(фігуративно) Змусити (щось) вийти зі стану занепаду, занедбаності, забуття чи невідомості; знову зробити (щось) активним або жвавим; реанімувати, оживляти.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1022,rhetoric,n.,риторика,"Мистецтво використання мови, особливо публічних виступів, як засобу переконання.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1024,riot,n.,бунт,"Бурхливе порушення громадського порядку великою групою людей, що часто супроводжується насильством або пошкодженням майна.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1025,rip,v.,рвати; розривати,"Розділяти або відокремлювати частини (особливо чогось тендітного, наприклад, паперу чи тканини), розрізаючи чи розриваючи; гвалтом відірвати або вирвати.",PASS,DEFECT,PASS,PASS,DEFECT,PASS,PASS,PASS,PASS,P2,learner-register,medium,Archaic «гвалтом» is unsuitable in an otherwise contemporary learner definition.,definitionUa,Розривати матеріал або силоміць відривати одну частину від іншої.
SB-1026,ritual,n.,ритуал,"обряд; повторюваний набір дій, особливо в релігійному контексті.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,"Обряд або повторюваний набір дій, особливо в релігійному контексті."
SB-1031,rotation,n.,обертання,Акт повороту навколо центру або осі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1033,rumour,n.,чутка,"Неперевірена інформація, яка поширюється між людьми.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1037,saint,n.,святий,"Померла особа, яку церква чи інша релігійна група офіційно визнала особливо святою чи благочестивою; один видатний для благочестя та чесноти.",PASS,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,grammar-syntax,high,The second clause «один видатний для благочестя» is an unintelligible literal calque.,definitionUa,"Особа, яку релігійна спільнота вважає особливо святою або зразково благочестивою."
SB-1041,scattered,adj.,розкиданий,"Розпорошені, розбиті на роз'єднані одиниці.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,"Plural «Розпорошені, розбиті» does not agree with singular розкиданий.",definitionUa,Розміщений у різних місцях і не зосереджений разом.
SB-1042,sceptical,adj.,скептичний,Схильний сумніватися в правдивості або обґрунтованості твердження.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1045,scrutiny,n.,перевірка,Інтенсивне вивчення когось або чогось.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1047,secular,adj.,світський,"Не особливо релігійний; світський або цивільний, на відміну від духовного.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1049,segment,n.,сегмент,"Одна з частин, на яку природно поділяється або ділиться будь-яке тіло; розділена або відрізана частина; розділ; порція.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1051,seldom,adv.,рідко,"Нечасто, рідко.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1057,separation,n.,розділення,Акт роз'єднання двох або більше речей або умова роз'єднання.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1058,serial,adj.,серійний,Маючи відношення до або розташовані в ряд.,PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,"«Маючи відношення» is Russian-influenced, and plural «розташовані» disagrees with the adjective.",definitionUa,"Розташований або такий, що відбувається послідовно, один за одним."
SB-1060,set-up,n.,установка,"Спосіб організації або комплект обладнання, підготовлений для певної мети.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1062,shareholder,n.,акціонер,"Той, хто володіє акціями корпорації.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1063,shatter,v.,розбити,Сильно розбивати що-небудь на частини.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1065,sheer,adj.,чистий,прямо; повний; чистий.,DEFECT,PASS,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,DEFECT,P1,pos-alignment,high,Lowercase adverbs and adjectives («прямо; повний; чистий») mix forms and fail to distinguish sheer senses.,ua+definitionUa,ua: цілковитий; прямовисний; прозорий | definitionUa: Повний або абсолютний; також дуже крутий чи тонкий і прозорий.
SB-1066,shipping,n.,доставка,Перевезення вантажів.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1068,shrink,v.,скорочуватися,Стати меншим; контрактувати.,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Контрактувати» is an erroneous calque of contract in the sense become smaller.,definitionUa,"Ставати меншим за розміром, обсягом або кількістю; стискатися."
SB-1069,shrug,v.,знизати плечима,"Підняти (плечі), щоб висловити невпевненість, відсутність занепокоєння, (раніше) страх тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1072,simulation,n.,моделювання,"Щось, що імітує систему чи середовище, щоб передбачити реальну поведінку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1073,simultaneously,adv.,одночасно,Відбувається одночасно.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,Finite «Відбувається» does not directly define the adverb simultaneously.,definitionUa,В один і той самий час; одночасно.
